word	hyphenated	song	occurrence	syllables	context
emerald	em·er·ald	*	*	3	*
emitting	e·mit·ting	*	*	3	*
emotion	e·mo·tion	*	*	3	*
employ	em·ploy	*	*	2	*
employs	em·ploys	*	*	2	*
empress	em·press	*	*	2	*
empty	emp·ty	*	*	2	*
enchanted	en·chant·ed	*	*	3	*
enchantingly	en·chant·ing·ly	*	*	4	*
encircle	en·cir·cle	*	*	3	*
enclose	en·close	*	*	2	*
encompass	en·com·pass	*	*	3	*
end	end	*	*	1	*
endeavor	en·deav·or	*	*	3	*
ended	end·ed	*	*	2	*
endless	end·less	*	*	2	*
endure	en·dure	*	*	2	*
endures	en·dures	*	*	2	*
enemies	en·e·mies	*	*	3	*
energy	en·er·gy	*	*	3	*
enfold	en·fold	*	*	2	*
engage	en·gage	*	*	2	*
engaged	en·gaged	*	*	2	*
enjoy	en·joy	*	*	2	*
enjoyed	en·joyed	*	*	2	*
enlightening	en·light·en·ing	*	*	4	*
enlisted	en·list·ed	*	*	3	*
enough	e·nough	*	*	2	*
enraptured	en·rap·tured	*	*	3	*
ensure	en·sure	*	*	2	*
enter	en·ter	*	*	2	*
entered	en·tered	*	*	2	*
entirely	en·tire·ly	*	*	3	*
entrance	en·trance	*	*	2	*
envied	en·vied	*	*	2	*
equal	e·qual	*	*	2	*
ere	ere	*	*	1	*
erected	e·rect·ed	*	*	3	*
error	er·ror	*	*	2	*
escape	es·cape	*	*	2	*
escaped	es·caped	*	*	2	*
estate	es·tate	*	*	2	*
esteem	es·teem	*	*	2	*
esteemed	es·teemed	*	*	2	*
eternal	e·ter·nal	*	*	3	*
eternally	e·ter·nal·ly	*	*	4	*
eternity	e·ter·ni·ty	*	*	4	*
event	e·vent	*	*	2	*
ever	ev·er	*	*	2	*
evergreen	ev·er·green	*	*	3	*
everlasting	ev·er·last·ing	*	*	4	*
evermore	ev·er·more	*	*	3	*
every	eve·ry	*	*	2	*
evil	e·vil	*	*	2	*
exalted	ex·alt·ed	*	*	3	*
example	ex·am·ple	*	*	3	*
exceeds	ex·ceeds	*	*	2	*
excellent	ex·cel·lent	*	*	3	*
excelling	ex·cel·ling	*	*	3	*
excels	ex·cels	*	*	2	*
exchange	ex·change	*	*	2	*
exchanged	ex·changed	*	*	2	*
excludes	ex·cludes	*	*	2	*
exercise	ex·er·cise	*	*	3	*
exile	ex·ile	*	*	2	*
expand	ex·pand	*	*	2	*
expect	ex·pect	*	*	2	*
expected	ex·pect·ed	*	*	3	*
experience	ex·pe·ri·ence	*	*	4	*
expire	ex·pire	*	*	2	*
expired	ex·pired	*	*	2	*
expires	ex·pires	*	*	2	*
expiring	ex·pir·ing	*	*	3	*
explore	ex·plore	*	*	2	*
express	ex·press	*	*	2	*
extend	ex·tend	*	*	2	*
extended	ex·tend·ed	*	*	3	*
extol	ex·tol	*	*	2	*
exulting	ex·ult·ing	*	*	3	*
eye	eye	*	*	1	*
eyes	eyes	*	*	1	*
face	face	*	*	1	*
faces	fac·es	*	*	2	*
fade	fade	*	*	1	*
fades	fades	*	*	1	*
fading	fad·ing	*	*	2	*
fail	fail	*	*	1	*
failing	fail·ing	*	*	2	never-failing
fain	fain	*	*	1	*
faint	faint	*	*	1	*
fainting	faint·ing	*	*	2	*
faintly	faint·ly	*	*	2	*
faints	faints	*	*	1	*
fair	fair	*	*	1	*
fairer	fair·er	*	*	2	*
fairest	fair·est	*	*	2	*
faith	faith	*	*	1	*
faithful	faith·ful	*	*	2	*
faithfulness	faith·ful·ness	*	*	3	*
fall	fall	*	*	1	*
fallen	fall·en	*	*	2	*
falling	fall·ing	*	*	2	*
falls	falls	*	*	1	*
false	false	*	*	1	*
fame	fame	*	*	1	*
family	fam·i·ly	*	*	3	*
famine	fam·ine	*	*	2	*
fan	fan	*	*	1	*
far	far	*	*	1	*
fare	fare	*	*	1	*
farewell	fare·well	*	*	2	*
fashion	fash·ion	*	*	2	*
fashioned	fash·ioned	*	*	2	old-fashioned
fast	fast	*	*	1	*
fasting	fast·ing	*	*	2	*
fate	fate	*	*	1	*
father	fa·ther	*	*	2	*
fathers	fa·thers	*	*	2	*
faults	faults	*	*	1	*
favor	fa·vor	*	*	2	*
favored	fa·vored	*	*	2	*
fear	fear	*	*	1	*
feared	feared	*	*	1	*
fearful	fear·ful	*	*	2	*
fearing	fear·ing	*	*	2	*
fearless	fear·less	*	*	2	*
fears	fears	*	*	1	*
feast	feast	*	*	1	*
feature	fea·ture	*	*	2	*
feeble	fee·ble	*	*	2	*
feed	feed	*	*	1	*
feel	feel	*	*	1	*
feeling	feel·ing	*	*	2	*
feels	feels	*	*	1	*
feet	feet	*	*	1	*
fellow	fel·low	*	*	2	*
fellowship	fel·low·ship	*	*	3	*
felt	felt	*	*	1	*
fervor	fer·vor	*	*	2	*
festival	fes·ti·val	*	*	3	*
fetter	fet·ter	*	*	2	*
fettered	fet·tered	*	*	2	*
fetters	fet·ters	*	*	2	*
fevered	fe·vered	*	*	2	*
few	few	*	*	1	*
field	field	*	*	1	*
fields	fields	*	*	1	*
fiends	fiends	*	*	1	*
fiery	fier·y	*	*	2	*
fight	fight	*	*	1	*
fill	fill	*	*	1	*
filled	filled	*	*	1	*
fills	fills	*	*	1	*
final	fi·nal	*	*	2	*
find	find	*	*	1	*
finer	fin·er	*	*	2	*
finished	fin·ished	*	*	2	*
fire	fire	*	*	1	*
firm	firm	*	*	1	*
firmament	fir·ma·ment	*	*	3	*
first	first	*	*	1	*
fit	fit	*	*	1	*
fitness	fit·ness	*	*	2	*
fix	fix	*	*	1	*
fixed	fixed	*	*	1	*
flame	flame	*	*	1	*
flamed	flamed	*	*	1	*
flames	flames	*	*	1	*
flaming	flam·ing	*	*	2	*
flash	flash	*	*	1	*
fled	fled	*	*	1	*
flee	flee	*	*	1	*
fleecy	fleec·y	*	*	2	*
fleeting	fleet·ing	*	*	2	*
flesh	flesh	*	*	1	*
flew	flew	*	*	1	*
flies	flies	*	*	1	*
flight	flight	*	*	1	*
flitting	flit·ting	*	*	2	*
flock	flock	*	*	1	*
flocks	flocks	*	*	1	*
flood	flood	*	*	1	*
floods	floods	*	*	1	*
flourish	flour·ish	*	*	2	*
flow	flow	*	*	1	*
flowed	flowed	*	*	1	*
flowers	flow·ers	*	*	2	*
flowing	flow·ing	*	*	2	*
flows	flows	*	*	1	*
fly	fly	*	*	1	*
flying	fly·ing	*	*	2	*
foam	foam	*	*	1	*
foe	foe	*	*	1	*
fold	fold	*	*	1	*
follies	fol·lies	*	*	2	*
follow	fol·low	*	*	2	*
followed	fol·lowed	*	*	2	*
folly	fol·ly	*	*	2	*
fond	fond	*	*	1	*
fondly	fond·ly	*	*	2	*
food	food	*	*	1	*
foolish	fool·ish	*	*	2	*
foot	foot	*	*	1	*
footstool	foot·stool	*	*	2	*
for	for	*	*	1	*
forbear	for·bear	*	*	2	*
forbid	for·bid	*	*	2	*
force	force	*	*	1	*
forced	forced	*	*	1	*
forces	forc·es	*	*	2	*
forego	fore·go	*	*	2	*
foreign	for·eign	*	*	2	*
forest	for·est	*	*	2	*
foretelling	fore·tell·ing	*	*	3	*
forever	for·ev·er	*	*	3	*
forevermore	for·ev·er·more	*	*	4	*
forget	for·get	*	*	2	*
forgetful	for·get·ful	*	*	3	*
forgive	for·give	*	*	2	*
forgiven	for·giv·en	*	*	3	*
forgives	for·gives	*	*	2	*
forgiving	for·giv·ing	*	*	3	*
forgo	for·go	*	*	2	*
forgot	for·got	*	*	2	*
forgotten	for·got·ten	*	*	3	*
forlorn	for·lorn	*	*	2	*
form	form	*	*	1	*
formed	formed	*	*	1	*
formerly	for·mer·ly	*	*	3	*
forms	forms	*	*	1	*
forsake	for·sake	*	*	2	*
forsaken	for·sak·en	*	*	3	*
forsakes	for·sakes	*	*	2	*
forsook	for·sook	*	*	2	*
forth	forth	*	*	1	*
fortune	for·tune	*	*	2	*
forward	for·ward	*	*	2	*
fought	fought	*	*	1	*
foulest	foul·est	*	*	2	*
found	found	*	*	1	*
foundation	foun·da·tion	*	*	3	*
founded	found·ed	*	*	2	*
fount	fount	*	*	1	*
fountain	foun·tain	*	*	2	*
four	four	*	*	1	*
fragrant	fra·grant	*	*	2	ever-fragrant
frail	frail	*	*	1	*
frame	frame	*	*	1	*
fraught	fraught	*	*	1	*
free	free	*	*	1	*
freed	freed	*	*	1	*
freedom	free·dom	*	*	2	*
freely	free·ly	*	*	2	*
frequent	fre·quent	*	*	2	*
fresh	fresh	*	*	1	*
friend	friend	*	*	1	*
friendly	friend·ly	*	*	2	*
friends	friends	*	*	1	*
friendship	friend·ship	*	*	2	*
fright	fright	*	*	1	*
frightful	fright·ful	*	*	2	*
from	from	*	*	1	*
frost	frost	*	*	1	*
frown	frown	*	*	1	*
frowning	frown·ing	*	*	2	*
frozen	fro·zen	*	*	2	*
fruitful	fruit·ful	*	*	2	*
fruits	fruits	*	*	1	*
fulfill	ful·fill	*	*	2	*
fulfilling	ful·fill·ing	*	*	3	*
full	full	*	*	1	*
fullness	full·ness	*	*	2	*
furnace	fur·nace	*	*	2	*
future	fu·ture	*	*	2	*
gain	gain	*	*	1	*
gained	gained	*	*	1	*
gaining	gain·ing	*	*	2	*
gaping	gap·ing	*	*	2	*
garden	gar·den	*	*	2	*
garments	gar·ments	*	*	2	*
garner	gar·ner	*	*	2	*
gasping	gasp·ing	*	*	2	*
gate	gate	*	*	1	*
gates	gates	*	*	1	*
gather	gath·er	*	*	2	*
gathered	gath·ered	*	*	2	*
gathering	gath·er·ing	*	*	3	*
gathers	gath·ers	*	*	2	*
gave	gave	*	*	1	*
gay	gay	*	*	1	*
gazing	gaz·ing	*	*	2	*
gems	gems	*	*	1	*
gentle	gen·tle	*	*	2	*
gently	gen·tly	*	*	2	*
get	get	*	*	1	*
getting	get·ting	*	*	2	*
gifts	gifts	*	*	1	*
gird	gird	*	*	1	*
girdle	gir·dle	*	*	2	*
girl	girl	*	*	1	*
give	give	*	*	1	*
given	giv·en	*	*	2	*
gives	gives	*	*	1	*
giving	giv·ing	*	*	2	life-giving
glad	glad	*	*	1	*
gladly	glad·ly	*	*	2	*
gladness	glad·ness	*	*	2	*
glance	glance	*	*	1	*
glanced	glanced	*	*	1	*
gleam	gleam	*	*	1	*
gleaming	gleam·ing	*	*	2	*
glides	glides	*	*	1	*
glimpse	glimpse	*	*	1	*
gloom	gloom	*	*	1	*
gloomy	gloom·y	*	*	2	*
glories	glo·ries	*	*	2	*
glorified	glo·ri·fied	*	*	3	*
glorious	glo·ri·ous	*	*	3	*
glory	glo·ry	*	*	2	*
glow	glow	*	*	1	*
glowing	glow·ing	*	*	2	*
glows	glows	*	*	1	*
go	go	*	*	1	*
goal	goal	*	*	1	*
god	god	*	*	1	*
godhead	god·head	*	*	2	*
godly	god·ly	*	*	2	*
going	go·ing	*	*	2	*
gold	gold	*	*	1	*
golden	gold·en	*	*	2	*
gone	gone	*	*	1	*
good	good	*	*	1	*
goodness	good·ness	*	*	2	*
gospel	gos·pel	*	*	2	*
government	gov·ern·ment	*	*	3	*
grace	grace	*	*	1	*
gracious	gra·cious	*	*	2	*
grandeur	gran·deur	*	*	2	*
grant	grant	*	*	1	*
granted	grant·ed	*	*	2	*
grasp	grasp	*	*	1	*
grass	grass	*	*	1	*
gratitude	grat·i·tude	*	*	3	*
graves	graves	*	*	1	*
great	great	*	*	1	*
greatest	great·est	*	*	2	*
green	green	*	*	1	*
greet	greet	*	*	1	*
grief	grief	*	*	1	*
grieve	grieve	*	*	1	*
grieved	grieved	*	*	1	*
grievous	griev·ous	*	*	2	*
groan	groan	*	*	1	*
groaned	groaned	*	*	1	*
groans	groans	*	*	1	*
groping	grop·ing	*	*	2	*
ground	ground	*	*	1	*
grounds	grounds	*	*	1	*
grow	grow	*	*	1	*
growing	grow·ing	*	*	2	*
grown	grown	*	*	1	*
grows	grows	*	*	1	*
guard	guard	*	*	1	*
guardian	guard·i·an	*	*	3	*
guarding	guard·ing	*	*	2	*
guards	guards	*	*	1	*
guest	guest	*	*	1	*
guide	guide	*	*	1	*
guides	guides	*	*	1	*
guilt	guilt	*	*	1	*
guilty	guilt·y	*	*	2	*
habitation	hab·i·ta·tion	*	*	4	*
had	had	*	*	1	*
hail	hail	*	*	1	*
hair	hair	*	*	1	*
half	half	*	*	1	*
hallelujah	hal·le·lu·jah	*	*	4	*
halt	halt	*	*	1	*
halted	halt·ed	*	*	2	*
hand	hand	*	*	1	*
handiwork	hand·i·work	*	*	3	*
hands	hands	*	*	1	*
hang	hang	*	*	1	*
hangs	hangs	*	*	1	*
happier	hap·pi·er	*	*	3	*
happiness	hap·pi·ness	*	*	3	*
happy	hap·py	*	*	2	*
hard	hard	*	*	1	*
hardness	hard·ness	*	*	2	*
hark	hark	*	*	1	*
harm	harm	*	*	1	*
harmonious	har·mo·ni·ous	*	*	4	*
harmony	har·mo·ny	*	*	3	*
harp	harp	*	*	1	*
harps	harps	*	*	1	*
hart	hart	*	*	1	*
harvest	har·vest	*	*	2	*
has	has	*	*	1	*
hast	hast	*	*	1	*
haste	haste	*	*	1	*
hasten	has·ten	*	*	2	*
hasty	hast·y	*	*	2	*
hate	hate	*	*	1	*
hath	hath	*	*	1	*
have	have	*	*	1	*
haven	ha·ven	*	*	2	*
having	hav·ing	*	*	2	*
he	he	*	*	1	*
head	head	*	*	1	*
heads	heads	*	*	1	*
heal	heal	*	*	1	*
healed	healed	*	*	1	*
healing	heal·ing	*	*	2	*
heals	heals	*	*	1	*
health	health	*	*	1	*
healthful	health·ful	*	*	2	*
hear	hear	*	*	1	*
heard	heard	*	*	1	*
hears	hears	*	*	1	*
heart	heart	*	*	1	*
hearts	hearts	*	*	1	*
heat	heat	*	*	1	*
heated	heat·ed	*	*	2	*
heats	heats	*	*	1	*
heave	heave	*	*	1	*
heaven	heav·en	*	*	2	*
heavenly	heav·en·ly	*	*	3	*
heavy	heav·y	*	*	2	*
heavy-laden	heav·y·-lad·en	*	*	4	*
heed	heed	*	*	1	*
heedless	heed·less	*	*	2	*
heighten	height·en	*	*	2	*
heir	heir	*	*	1	*
held	held	*	*	1	*
hell	hell	*	*	1	*
helm	helm	*	*	1	*
helmet	hel·met	*	*	2	*
help	help	*	*	1	*
helper	help·er	*	*	2	*
helpless	help·less	*	*	2	*
helps	helps	*	*	1	*
hence	hence	*	*	1	*
henceforth	hence·forth	*	*	2	*
her	her	*	*	1	*
here	here	*	*	1	*
heroes	he·roes	*	*	2	*
herself	her·self	*	*	2	*
hid	hid	*	*	1	*
hidden	hid·den	*	*	2	*
hide	hide	*	*	1	*
hides	hides	*	*	1	*
hiding	hid·ing	*	*	2	*
high	high	*	*	1	*
highly	high·ly	*	*	2	*
highway	high·way	*	*	2	*
hill	hill	*	*	1	*
hills	hills	*	*	1	*
him	him	*	*	1	*
himself	him·self	*	*	2	*
his	his	*	*	1	*
hither	hith·er	*	*	2	*
hoary	hoar·y	*	*	2	*
hold	hold	*	*	1	*
holds	holds	*	*	1	*
holiness	ho·li·ness	*	*	3	*
hollow	hol·low	*	*	2	*
holy	ho·ly	*	*	2	*
home	home	*	*	1	*
homeward	home·ward	*	*	2	*
honey	hon·ey	*	*	2	*
honor	hon·or	*	*	2	*
honored	hon·ored	*	*	2	*
honors	hon·ors	*	*	2	*
hope	hope	*	*	1	*
hoped	hoped	*	*	1	*
hopes	hopes	*	*	1	*
hoping	hop·ing	*	*	2	*
horizon	ho·ri·zon	*	*	3	*
hosanna	ho·san·na	*	*	3	*
host	host	*	*	1	*
hosts	hosts	*	*	1	*
hour	hour	*	*	1	*
house	house	*	*	1	*
how	how	*	*	1	*
however	how·ev·er	*	*	3	*
howl	howl	*	*	1	*
hue	hue	*	*	1	*
human	hu·man	*	*	2	*
humanity	hu·man·i·ty	*	*	4	*
humble	hum·ble	*	*	2	*
humbled	hum·bled	*	*	2	*
humbly	hum·bly	*	*	2	*
hung	hung	*	*	1	*
hunger	hun·ger	*	*	2	*
hungry	hun·gry	*	*	2	*
hurled	hurled	*	*	1	*
hurrying	hur·ry·ing	*	*	3	*
hushed	hushed	*	*	1	*
hymns	hymns	*	*	1	*
i	i	*	*	1	*
icy	ic·y	*	*	2	*
idle	i·dle	*	*	2	*
idol	i·dol	*	*	2	*
if	if	*	*	1	*
ill	ill	*	*	1	*
illume	il·lume	*	*	2	*
image	im·age	*	*	2	*
images	im·ag·es	*	*	3	*
imitate	im·i·tate	*	*	3	*
immortal	im·mor·tal	*	*	3	*
impart	im·part	*	*	2	*
imparts	im·parts	*	*	2	*
impelled	im·pelled	*	*	2	*
impetuous	im·pet·u·ous	*	*	4	*
impious	im·pi·ous	*	*	3	*
implore	im·plore	*	*	2	*
importance	im·por·tance	*	*	3	*
important	im·por·tant	*	*	3	*
improve	im·prove	*	*	2	*
in	in	*	*	1	*
inch	inch	*	*	1	*
inclined	in·clined	*	*	2	*
inconstant	in·con·stant	*	*	3	*
increase	in·crease	*	*	2	*
increasing	in·creas·ing	*	*	3	*
indeed	in·deed	*	*	2	*
indulge	in·dulge	*	*	2	*
indulgent	in·dul·gent	*	*	3	*
infant	in·fant	*	*	2	*
inferior	in·fe·ri·or	*	*	4	*
infinite	in·fi·nite	*	*	3	*
inflamed	in·flamed	*	*	2	*
informed	in·formed	*	*	2	*
inhabit	in·hab·it	*	*	3	*
inmost	in·most	*	*	2	*
innocent	in·no·cent	*	*	3	*
inscribed	in·scribed	*	*	2	*
insensible	in·sen·si·ble	*	*	4	*
inspiration	in·spi·ra·tion	*	*	4	*
inspire	in·spire	*	*	2	*
inspires	in·spires	*	*	2	*
inspiring	in·spir·ing	*	*	3	*
instantly	in·stant·ly	*	*	3	*
instill	in·still	*	*	2	*
instruction	in·struc·tion	*	*	3	*
intended	in·tend·ed	*	*	3	*
intercede	in·ter·cede	*	*	3	*
interest	in·ter·est	*	*	3	*
interposed	in·ter·posed	*	*	3	*
interposing	in·ter·pos·ing	*	*	4	*
intervening	in·ter·ven·ing	*	*	4	*
into	in·to	*	*	2	*
intrude	in·trude	*	*	2	*
invade	in·vade	*	*	2	*
invitation	in·vi·ta·tion	*	*	4	*
invite	in·vite	*	*	2	*
invites	in·vites	*	*	2	*
inviting	in·vit·ing	*	*	3	*
invocation	in·vo·ca·tion	*	*	4	*
inward	in·ward	*	*	2	*
ire	ire	*	*	1	*
iron	i·ron	*	*	2	*
is	is	*	*	1	*
it	it	*	*	1	*
its	its	*	*	1	*
jailer	jail·er	*	*	2	*
jews	jews	*	*	1	*
john	john	*	*	1	*
join	join	*	*	1	*
joined	joined	*	*	1	*
joining	join·ing	*	*	2	*
joins	joins	*	*	1	*
journey	jour·ney	*	*	2	*
journeys	jour·neys	*	*	2	*
joy	joy	*	*	1	*
joyful	joy·ful	*	*	2	*
joyfulness	joy·ful·ness	*	*	3	*
joyless	joy·less	*	*	2	*
joys	joys	*	*	1	*
jubilee	ju·bi·lee	*	*	3	*
judge	judge	*	*	1	*
judgment	judg·ment	*	*	2	*
just	just	*	*	1	*
justice	jus·tice	*	*	2	*
justified	jus·ti·fied	*	*	3	*
justly	just·ly	*	*	2	*
keel	keel	*	*	1	*
keep	keep	*	*	1	*
kept	kept	*	*	1	*
key	key	*	*	1	*
kind	kind	*	*	1	*
kindle	kin·dle	*	*	2	*
kindles	kin·dles	*	*	2	*
kindly	kind·ly	*	*	2	*
kindness	kind·ness	*	*	2	*
kindred	kin·dred	*	*	2	*
king	king	*	*	1	*
kingdom	king·dom	*	*	2	*
kings	kings	*	*	1	*
kiss	kiss	*	*	1	*
kissed	kissed	*	*	1	*
knees	knees	*	*	1	*
knelt	knelt	*	*	1	*
knew	knew	*	*	1	*
knock	knock	*	*	1	*
know	know	*	*	1	*
knowing	know·ing	*	*	2	*
knowledge	knowl·edge	*	*	2	*
known	known	*	*	1	*
knows	knows	*	*	1	*
labor	la·bor	*	*	2	*
labored	la·bored	*	*	2	*
labors	la·bors	*	*	2	*
lack	lack	*	*	1	*
ladder	lad·der	*	*	2	*
laden	lad·en	*	*	2	heavy-laden
laid	laid	*	*	1	*
lake	lake	*	*	1	*
lama	la·ma	*	*	2	*
lamb	lamb	*	*	1	*
lamentation	lam·en·ta·tion	*	*	4	*
laments	la·ments	*	*	2	*
lamp	lamp	*	*	1	*
land	land	*	*	1	*
landed	land·ed	*	*	2	*
landmark	land·mark	*	*	2	*
lands	lands	*	*	1	*
landscape	land·scape	*	*	2	*
language	lan·guage	*	*	2	*
languid	lan·guid	*	*	2	*
languish	lan·guish	*	*	2	*
languished	lan·guished	*	*	2	*
large	large	*	*	1	*
last	last	*	*	1	*
late	late	*	*	1	*
laugh	laugh	*	*	1	*
launch	launch	*	*	1	*
lavish	lav·ish	*	*	2	*
law	law	*	*	1	*
lay	lay	*	*	1	*
lays	lays	*	*	1	*
lead	lead	*	*	1	*
leader	lead·er	*	*	2	*
leading	lead·ing	*	*	2	*
leads	leads	*	*	1	*
lean	lean	*	*	1	*
leaned	leaned	*	*	1	*
leans	leans	*	*	1	*
leaps	leaps	*	*	1	*
learn	learn	*	*	1	*
leathern	leath·ern	*	*	2	*
leave	leave	*	*	1	*
leaves	leaves	*	*	1	*
leaving	leav·ing	*	*	2	*
led	led	*	*	1	*
left	left	*	*	1	*
lend	lend	*	*	1	*
lends	lends	*	*	1	*
less	less	*	*	1	*
lest	lest	*	*	1	*
let	let	*	*	1	*
liberty	lib·er·ty	*	*	3	*
lie	lie	*	*	1	*
lies	lies	*	*	1	*
life	life	*	*	1	*
lifeless	life·less	*	*	2	*
lift	lift	*	*	1	*
lifted	lift·ed	*	*	2	*
lifts	lifts	*	*	1	*
light	light	*	*	1	*
lightning	light·ning	*	*	2	*
lightnings	light·nings	*	*	2	*
lights	lights	*	*	1	*
like	like	*	*	1	*
lilies	lil·ies	*	*	2	*
limbs	limbs	*	*	1	*
line	line	*	*	1	*
lines	lines	*	*	1	*
linger	lin·ger	*	*	2	*
lingering	lin·ger·ing	*	*	3	*
lion	li·on	*	*	2	*
lips	lips	*	*	1	*
liquid	liq·uid	*	*	2	*
lisping	lisp·ing	*	*	2	*
listen	lis·ten	*	*	2	*
little	lit·tle	*	*	2	*
live	live	*	*	1	*
lived	lived	*	*	1	*
lively	live·ly	*	*	2	*
lives	lives	*	*	1	*
living	liv·ing	*	*	2	*
lo	lo	*	*	1	*
load	load	*	*	1	*
loath	loath	*	*	1	*
lodge	lodge	*	*	1	*
lofty	loft·y	*	*	2	*
lone	lone	*	*	1	*
lonesome	lone·some	*	*	2	*
long	long	*	*	1	*
longed	longed	*	*	1	*
longing	long·ing	*	*	2	*
longs	longs	*	*	1	*
look	look	*	*	1	*
looked	looked	*	*	1	*
looking	look·ing	*	*	2	*
looks	looks	*	*	1	*
loosed	loosed	*	*	1	*
lord	lord	*	*	1	*
lose	lose	*	*	1	*
loss	loss	*	*	1	*
lost	lost	*	*	1	*
lot	lot	*	*	1	*
loud	loud	*	*	1	*
loudly	loud·ly	*	*	2	*
love	love	*	*	1	*
loved	loved	*	*	1	*
lovely	love·ly	*	*	2	*
lover	lov·er	*	*	2	*
loves	loves	*	*	1	*
loving	lov·ing	*	*	2	*
low	low	*	*	1	*
lower	low·er	*	*	2	*
lowly	low·ly	*	*	2	*
lucid	lu·cid	*	*	2	*
luring	lur·ing	*	*	2	*
luster	lus·ter	*	*	2	*
lutes	lutes	*	*	1	*
lying	ly·ing	*	*	2	*
lyre	lyre	*	*	1	*
made	made	*	*	1	*
maintain	main·tain	*	*	2	*
maintains	main·tains	*	*	2	*
majesty	maj·es·ty	*	*	3	*
make	make	*	*	1	*
maker	mak·er	*	*	2	*
makes	makes	*	*	1	*
making	mak·ing	*	*	2	*
man	man	*	*	1	*
mandate	man·date	*	*	2	*
manger	man·ger	*	*	2	*
mankind	man·kind	*	*	2	*
manna	man·na	*	*	2	*
mansion	man·sion	*	*	2	*
many	man·y	*	*	2	*
marble	mar·ble	*	*	2	*
marbles	mar·bles	*	*	2	*
march	march	*	*	1	*
marching	march·ing	*	*	2	*
mark	mark	*	*	1	*
marks	marks	*	*	1	*
martyrs	mar·tyrs	*	*	2	*
marvel	mar·vel	*	*	2	*
master	mas·ter	*	*	2	*
matchless	match·less	*	*	2	*
may	may	*	*	1	*
mayst	mayst	*	*	1	*
maze	maze	*	*	1	*
me	me	*	*	1	*
mead	mead	*	*	1	*
meadow	mead·ow	*	*	2	*
mean	mean	*	*	1	*
means	means	*	*	1	*
measure	meas·ure	*	*	2	*
meat	meat	*	*	1	*
mediator	me·di·a·tor	*	*	4	*
meditate	med·i·tate	*	*	3	*
meditation	med·i·ta·tion	*	*	4	*
meek	meek	*	*	1	*
meekly	meek·ly	*	*	2	*
meekness	meek·ness	*	*	2	*
meet	meet	*	*	1	*
melancholy	mel·an·chol·y	*	*	4	*
melodious	me·lo·di·ous	*	*	4	*
melt	melt	*	*	1	*
melted	melt·ed	*	*	2	*
melting	melt·ing	*	*	2	*
melts	melts	*	*	1	*
memorial	me·mo·ri·al	*	*	4	*
men	men	*	*	1	*
mercies	mer·cies	*	*	2	*
mercy	mer·cy	*	*	2	*
merit	mer·it	*	*	2	*
message	mes·sage	*	*	2	*
messenger	mes·sen·ger	*	*	3	*
messengers	mes·sen·gers	*	*	3	*
met	met	*	*	1	*
methinks	me·thinks	*	*	2	*
mid	mid	*	*	1	*
midnight	mid·night	*	*	2	*
midst	midst	*	*	1	*
midsummer	mid·sum·mer	*	*	3	*
might	might	*	*	1	*
mighty	might·y	*	*	2	*
mild	mild	*	*	1	*
milk	milk	*	*	1	*
mind	mind	*	*	1	*
minds	minds	*	*	1	*
mine	mine	*	*	1	*
mingled	min·gled	*	*	2	*
minister	min·is·ter	*	*	3	*
mirth	mirth	*	*	1	*
mischief	mis·chief	*	*	2	*
mischievous	mis·chie·vous	*	*	3	*
miss	miss	*	*	1	*
mission	mis·sion	*	*	2	*
misunderstand	mis·un·der·stand	*	*	4	*
mocked	mocked	*	*	1	*
mold	mold	*	*	1	*
moment	mo·ment	*	*	2	*
monarch	mon·arch	*	*	2	*
money	mon·ey	*	*	2	*
monster	mon·ster	*	*	2	*
moon	moon	*	*	1	*
moons	moons	*	*	1	*
more	more	*	*	1	*
moreover	more·o·ver	*	*	3	*
morn	morn	*	*	1	*
morning	morn·ing	*	*	2	*
morrow	mor·row	*	*	2	*
morsel	mor·sel	*	*	2	*
mortal	mor·tal	*	*	2	*
mortified	mor·ti·fied	*	*	3	*
most	most	*	*	1	*
mother	moth·er	*	*	2	*
mothers	moth·ers	*	*	2	*
mount	mount	*	*	1	*
mountain	moun·tain	*	*	2	*
mounting	mount·ing	*	*	2	*
mounts	mounts	*	*	1	*
mourn	mourn	*	*	1	*
mourned	mourned	*	*	1	*
mourner	mourn·er	*	*	2	*
mournful	mourn·ful	*	*	2	*
mourning	mourn·ing	*	*	2	*
mourns	mourns	*	*	1	*
mouth	mouth	*	*	1	*
move	move	*	*	1	*
moved	moved	*	*	1	*
moves	moves	*	*	1	*
moving	mov·ing	*	*	2	*
much	much	*	*	1	*
multitude	mul·ti·tude	*	*	3	*
murmur	mur·mur	*	*	2	*
murmurs	mur·murs	*	*	2	*
muse	muse	*	*	1	*
music	mu·sic	*	*	2	*
must	must	*	*	1	*
mustard	mus·tard	*	*	2	*
mutual	mu·tu·al	*	*	3	*
my	my	*	*	1	*
myrrh	myrrh	*	*	1	*
myself	my·self	*	*	2	*
mysterious	mys·te·ri·ous	*	*	4	*
mystic	mys·tic	*	*	2	*
nailed	nailed	*	*	1	*
naked	na·ked	*	*	2	*
name	name	*	*	1	*
named	named	*	*	1	*
names	names	*	*	1	*
narrow	nar·row	*	*	2	*
nation	na·tion	*	*	2	*
native	na·tive	*	*	2	*
nature	na·ture	*	*	2	*
naught	naught	*	*	1	*
nay	nay	*	*	1	*
